Tanggal,Tahun,Bulan,T_avg,RH_avg,RR,Prediction_base_on_RH,Prediction_base_on_T
2021-11-26,2021,11,28.2,80.0,0.0,6.3358857688730055,5.391854166107066
2021-11-27,2021,11,27.6,78.0,34.0,5.064272606148961,7.30302770253742
2021-11-28,2021,11,28.1,74.0,5.0,2.5210462807008867,5.710383088845447
2021-11-29,2021,11,28.4,76.0,0.3,3.792659443424924,4.754796320630277
2021-11-30,2021,11,28.9,75.0,0.0,3.1568528620629053,3.162151706938303
2021-12-01,2021,12,29.7,66.0,0.0,0.0,0.0
2021-12-02,2021,12,31.0,64.0,0.0,0.0,0.0
2021-12-03,2021,12,29.3,74.0,0.0,1.6669460946094503,0.0
2021-12-04,2021,12,27.4,78.0,0.0,4.596961496149625,7.550133368901442
2021-12-05,2021,12,26.6,82.0,2.5,7.526976897689792,11.221105451136168
2021-12-06,2021,12,27.5,80.0,11.9,6.061969196919705,7.09126185862209
2021-12-07,2021,12,26.4,86.0,65.6,10.456992299229967,12.138848471694871
2021-12-08,2021,12,28.5,80.0,1.5,6.061969196919705,2.502546755828689
2021-12-09,2021,12,27.5,87.0,30.5,11.18949614961501,7.09126185862209
2021-12-10,2021,12,28.4,81.0,0.6,6.7944730473047485,2.961418266108012
2021-12-11,2021,12,27.3,84.0,1.6,8.99198459845988,8.009004879180779
2021-12-12,2021,12,28.9,76.0,0.0,3.1319537953795376,0.6670607147113117
2021-12-13,2021,12,29.0,76.0,0.0,3.1319537953795376,0.2081892044319602
2021-12-14,2021,12,28.6,79.0,0.0,5.329465346534668,2.0436752455493377
2021-12-15,2021,12,28.7,79.0,7.4,5.329465346534668,1.5848037352699862
2021-12-16,2021,12,28.3,81.0,0.0,6.7944730473047485,3.4202897763873636
2021-12-17,2021,12,28.4,79.0,0.0,5.329465346534668,2.961418266108012
2021-12-18,2021,12,28.5,76.0,0.4,3.1319537953795376,2.502546755828689
2021-12-19,2021,12,29.1,80.0,2.4,6.061969196919705,0.0
2021-12-20,2021,12,27.9,84.0,0.0,8.99198459845988,5.255775817504741
2021-12-21,2021,12,26.8,88.0,1.5,11.922000000000054,10.303362430577494
2021-12-22,2021,12,28.2,80.0,6.8,6.061969196919705,3.879161286666715
2021-12-23,2021,12,26.2,88.0,0.0,11.922000000000054,13.056591492253546
2021-12-24,2021,12,28.0,78.0,19.7,4.596961496149625,4.79690430722539
2021-12-25,2021,12,28.1,81.0,0.0,6.7944730473047485,4.338032796946038
2021-12-26,2021,12,27.3,78.0,9.4,4.596961496149625,8.009004879180779
2021-12-27,2021,12,28.2,77.0,0.0,3.864457645764581,3.879161286666715
2021-12-28,2021,12,28.2,82.0,0.0,7.526976897689792,3.879161286666715
2021-12-29,2021,12,27.5,84.0,9.0,8.99198459845988,7.09126185862209
2021-12-30,2021,12,28.0,84.0,0.0,8.99198459845988,4.79690430722539
2021-12-31,2021,12,29.3,77.0,0.8,3.864457645764581,0.0
2022-01-01,2022,1,28.9,75.0,0.5,1.2965582616303948,4.4008374586510115
2022-01-02,2022,1,28.2,82.0,0.0,15.222863497156197,8.135534664280982
2022-01-03,2022,1,29.2,72.0,0.0,0.0,2.8002529419524365
2022-01-04,2022,1,28.9,71.0,0.0,0.0,4.4008374586510115
2022-01-05,2022,1,29.4,75.0,0.0,1.2965582616303948,1.7331965974867387
2022-01-06,2022,1,27.9,86.0,34.5,23.180752203170925,9.736119180979557
2022-01-07,2022,1,29.3,74.0,6.8,0.0,2.2667247697195876
2022-01-08,2022,1,28.6,77.0,0.3,5.275502614637759,6.001421975349558
2022-01-09,2022,1,29.1,77.0,0.0,5.275502614637759,3.3337811141852853
2022-01-10,2022,1,28.3,78.0,0.0,7.264974791141441,7.602006492048133
2022-01-11,2022,1,26.9,86.0,24.0,23.180752203170925,15.071400903308103
2022-01-12,2022,1,26.7,87.0,27.2,25.170224379674607,16.1384572477738
2022-01-13,2022,1,27.2,84.0,15.6,19.20180785016356,13.470816386609528
2022-01-14,2022,1,26.5,88.0,13.0,27.15969655617829,17.205513592239527
2022-01-15,2022,1,26.7,86.0,4.0,23.180752203170925,16.1384572477738
2022-01-16,2022,1,27.4,87.0,0.0,25.170224379674607,12.40376004214383
2022-01-17,2022,1,28.1,82.0,12.8,15.222863497156197,8.669062836513831
2022-01-18,2022,1,26.3,92.0,8.1,35.11758526219302,18.272569936705224
2022-01-19,2022,1,27.3,84.0,204.0,19.20180785016356,12.937288214376679
2022-01-20,2022,1,26.2,83.0,6.6,17.21233567365988,18.806098108938073
2022-01-21,2022,1,27.6,79.0,0.0,9.254446967645123,11.336703697678104
2022-01-22,2022,1,27.3,82.0,6.0,15.222863497156197,12.937288214376679
2022-01-23,2022,1,29.3,75.0,3.2,1.2965582616303948,2.2667247697195876
2022-01-24,2022,1,29.6,72.0,0.0,0.0,0.6661402530210125
2022-01-25,2022,1,28.8,80.0,0.0,11.243919144148805,4.93436563088386
2022-01-26,2022,1,27.2,83.0,5.2,17.21233567365988,13.470816386609528
2022-01-27,2022,1,28.1,80.0,0.0,11.243919144148805,8.669062836513831
2022-01-28,2022,1,28.7,78.0,5.2,7.264974791141441,5.467893803116709
2022-01-29,2022,1,27.9,80.0,0.0,11.243919144148805,9.736119180979557
2022-01-30,2022,1,28.0,81.0,0.0,13.233391320652515,9.20259100874668
2022-01-31,2022,1,28.0,78.0,0.0,7.264974791141441,9.20259100874668
2022-02-01,2022,2,28.5,81.0,0.0,23.47100995180306,8.6942852303047
2022-02-02,2022,2,28.0,82.0,4.0,23.815147305490928,12.940317222085497
2022-02-03,2022,2,28.7,78.0,0.0,22.438597890739462,6.99587243359241
2022-02-04,2022,2,26.9,86.0,88.3,25.191696720242394,22.28158760400325
2022-02-05,2022,2,26.0,90.0,16.3,26.568246134993856,29.924445189208654
2022-02-06,2022,2,27.9,81.0,41.5,23.47100995180306,13.789523620441656
2022-02-07,2022,2,27.6,82.0,10.0,23.815147305490928,16.337142815510106
2022-02-08,2022,2,26.5,91.0,6.5,26.912383488681723,25.678413197427858
2022-02-09,2022,2,26.5,83.0,63.8,24.159284659178795,25.678413197427858
2022-02-10,2022,2,27.4,78.0,1.2,22.438597890739462,18.035555612222453
2022-02-11,2022,2,27.7,79.0,0.0,22.78273524442733,15.487936417153975
2022-02-12,2022,2,27.8,81.0,0.4,23.47100995180306,14.638730018797816
2022-02-13,2022,2,27.2,85.0,0.0,24.847559366554528,19.73396840893477
2022-02-14,2022,2,26.5,86.0,0.0,25.191696720242394,25.678413197427858
2022-02-15,2022,2,27.1,88.0,23.5,25.879971427618123,20.583174807290902
2022-02-16,2022,2,28.4,77.0,2.4,22.0944605370516,9.543491628660888
2022-02-17,2022,2,27.3,85.0,47.5,24.847559366554528,18.884762010578584
2022-02-18,2022,2,27.4,88.0,0.8,25.879971427618123,18.035555612222453
2022-02-19,2022,2,28.0,84.0,2.7,24.50342201286666,12.940317222085497
2022-02-20,2022,2,27.9,83.0,2.8,24.159284659178795,13.789523620441656
2022-02-21,2022,2,28.5,74.0,0.8,21.062048475988,8.6942852303047
2022-02-22,2022,2,29.3,74.0,3.0,21.062048475988,1.9006340434554545
2022-02-23,2022,2,27.6,79.0,1.0,22.78273524442733,16.337142815510106
2022-02-24,2022,2,28.6,67.0,17.8,18.65308700017294,7.845078831948541
2022-02-25,2022,2,27.7,73.0,0.0,20.717911122300134,15.487936417153975
2022-02-26,2022,2,27.9,75.0,2.5,21.406185829675866,13.789523620441656
2022-02-27,2022,2,27.5,79.0,0.0,22.78273524442733,17.186349213866293
2022-02-28,2022,2,28.1,78.0,1.0,22.438597890739462,12.091110823729338
2022-03-01,2022,3,26.5,86.0,12.6,11.937758323923134,15.827613709312061
2022-03-02,2022,3,27.0,84.0,5.2,10.29396083891551,13.21526231133842
2022-03-03,2022,3,28.3,78.0,6.6,5.362568383892651,6.423148676607013
2022-03-04,2022,3,28.1,78.0,3.7,5.362568383892651,7.468089235796441
2022-03-05,2022,3,27.1,78.0,0.0,5.362568383892651,12.692792031743693
2022-03-06,2022,3,27.9,77.0,12.1,4.540669641388838,8.513029794985925
2022-03-07,2022,3,29.1,71.0,0.0,0.0,2.243386439849189
2022-03-08,2022,3,27.8,80.0,0.0,7.006365868900275,9.035500074580625
2022-03-09,2022,3,28.1,80.0,0.5,7.006365868900275,7.468089235796441
2022-03-10,2022,3,28.5,77.0,0.0,4.540669641388838,5.378208117417557
2022-03-11,2022,3,27.5,85.0,0.0,11.115859581419329,10.60291091336481
2022-03-12,2022,3,27.0,89.0,7.5,14.403454551434564,13.21526231133842
2022-03-13,2022,3,28.0,85.0,34.5,11.115859581419329,7.990559515391169
2022-03-14,2022,3,28.7,80.0,2.6,7.006365868900275,4.333267558228101
2022-03-15,2022,3,27.5,85.0,2.5,11.115859581419329,10.60291091336481
2022-03-16,2022,3,28.7,77.0,6.2,4.540669641388838,4.333267558228101
2022-03-17,2022,3,28.7,84.0,0.2,10.29396083891551,4.333267558228101
2022-03-18,2022,3,29.2,79.0,0.4,6.184467126396456,1.7209161602544896
2022-03-19,2022,3,29.5,73.0,0.0,1.2530746713735965,0.1535053214703055
2022-03-20,2022,3,30.0,64.0,0.0,0.0,0.0
2022-03-21,2022,3,29.7,69.0,0.0,0.0,0.0
2022-03-22,2022,3,29.1,74.0,0.0,2.0749734138774087,2.243386439849189
2022-03-23,2022,3,27.7,80.0,1.5,7.006365868900275,9.557970354175353
2022-03-24,2022,3,28.3,78.0,5.3,5.362568383892651,6.423148676607013
2022-03-25,2022,3,29.2,78.0,0.0,5.362568383892651,1.7209161602544896
2022-03-26,2022,3,26.6,88.0,0.0,13.581555808930759,15.305143429717333
2022-03-27,2022,3,27.5,85.0,22.5,11.115859581419329,10.60291091336481
2022-03-28,2022,3,28.0,81.0,14.4,7.82826461140408,7.990559515391169
2022-03-29,2022,3,29.3,74.0,0.0,2.0749734138774087,1.1984458806597331
2022-03-30,2022,3,29.1,76.0,0.0,3.718770898885033,2.243386439849189
2022-03-31,2022,3,28.9,78.0,0.0,5.362568383892651,3.2883269990386452
2022-04-01,2022,4,28.5,76.0,0.0,5.472233006926878,8.052374006521205
2022-04-02,2022,4,27.4,82.0,3.8,10.524016303608143,13.414963282437299
2022-04-03,2022,4,26.7,83.0,18.0,11.365980186388349,16.827520094383885
2022-04-04,2022,4,28.3,78.0,27.3,7.156160772487304,9.027390238505944
2022-04-05,2022,4,27.6,81.0,0.0,9.682052420827922,12.439947050452531
2022-04-06,2022,4,28.5,74.0,54.0,3.7883052413664657,8.052374006521205
2022-04-07,2022,4,28.9,76.0,0.0,5.472233006926878,6.102341542551727
2022-04-08,2022,4,28.0,76.0,0.0,5.472233006926878,10.489914586483053
2022-04-09,2022,4,28.5,73.0,45.7,2.9463413585862526,8.052374006521205
2022-04-10,2022,4,29.3,74.0,0.0,3.7883052413664657,4.1523090785822205
2022-04-11,2022,4,28.2,78.0,0.0,7.156160772487304,9.514898354498314
2022-04-12,2022,4,28.6,80.0,30.0,8.840088538047716,7.564865890528807
2022-04-13,2022,4,28.8,80.0,1.7,8.840088538047716,6.589849658544068
2022-04-14,2022,4,28.7,79.0,0.4,7.99812465526751,7.077357774536466
2022-04-15,2022,4,29.9,81.0,0.0,9.682052420827922,1.2272603826280033
2022-04-16,2022,4,29.2,75.0,0.0,4.630269124146672,4.63981719457459
2022-04-17,2022,4,29.7,77.0,0.6,6.314196889707084,2.2022766146127424
2022-04-18,2022,4,29.4,80.0,16.0,8.840088538047716,3.664800962589851
2022-04-19,2022,4,28.6,78.0,0.0,7.156160772487304,7.564865890528807
2022-04-20,2022,4,28.8,76.0,0.4,5.472233006926878,6.589849658544068
2022-04-21,2022,4,27.4,84.0,4.0,12.207944069168555,13.414963282437299
2022-04-22,2022,4,26.4,88.0,11.0,15.575799600289393,18.290044442361022
2022-04-23,2022,4,28.5,80.0,5.7,8.840088538047716,8.052374006521205
2022-04-24,2022,4,28.9,78.0,5.0,7.156160772487304,6.102341542551727
2022-04-25,2022,4,29.5,75.0,0.8,4.630269124146672,3.1772928465974815
2022-04-26,2022,4,29.4,77.0,26.4,6.314196889707084,3.664800962589851
2022-04-27,2022,4,29.1,78.0,0.0,7.156160772487304,5.12732531056696
2022-04-28,2022,4,27.6,83.0,7.5,11.365980186388349,12.439947050452531
2022-04-29,2022,4,29.3,78.0,0.0,7.156160772487304,4.1523090785822205
2022-04-30,2022,4,28.4,81.0,0.0,9.682052420827922,8.539882122513575
2022-05-01,2022,5,29.0,82.0,0.0,9.748780487804865,4.755627960870584
2022-05-02,2022,5,27.5,85.0,0.0,13.056097560975587,12.316508454505765
2022-05-03,2022,5,28.2,83.0,18.6,10.851219512195101,8.788097557476021
2022-05-04,2022,5,29.0,78.0,0.0,5.3390243902438925,4.755627960870584
2022-05-05,2022,5,29.5,77.0,0.0,4.236585365853642,2.2353344629921708
2022-05-06,2022,5,30.2,74.0,0.0,0.9292682926829201,0.0
2022-05-07,2022,5,29.9,77.0,0.0,4.236585365853642,0.21909966468945186
2022-05-08,2022,5,30.1,72.0,0.0,0.0,0.0
2022-05-09,2022,5,29.9,74.0,0.0,0.9292682926829201,0.21909966468945186
2022-05-10,2022,5,29.9,76.0,0.0,3.1341463414634063,0.21909966468945186
2022-05-11,2022,5,28.9,80.0,18.2,7.543902439024379,5.259686660446249
2022-05-12,2022,5,29.2,76.0,0.0,3.1341463414634063,3.747510561719224
2022-05-13,2022,5,29.3,78.0,15.8,5.3390243902438925,3.24345186214353
2022-05-14,2022,5,29.2,81.0,13.0,8.646341463414615,3.747510561719224
2022-05-15,2022,5,29.0,82.0,0.0,9.748780487804865,4.755627960870584
2022-05-16,2022,5,28.6,78.0,6.5,5.3390243902438925,6.771862759173274
2022-05-17,2022,5,29.5,78.0,0.0,5.3390243902438925,2.2353344629921708
2022-05-18,2022,5,28.7,80.0,0.0,7.543902439024379,6.267804059597609
2022-05-19,2022,5,28.0,84.0,35.2,11.953658536585337,9.796214956627352
2022-05-20,2022,5,27.4,84.0,9.4,11.953658536585337,12.82056715408146
2022-05-21,2022,5,27.9,82.0,20.0,9.748780487804865,10.300273656203046
2022-05-22,2022,5,27.8,82.0,0.0,9.748780487804865,10.804332355778712
2022-05-23,2022,5,29.0,79.0,0.0,6.4414634146341285,4.755627960870584
2022-05-24,2022,5,29.7,72.0,0.0,0.0,1.2272170638408113
2022-05-25,2022,5,28.3,83.0,0.2,10.851219512195101,8.284038857900327
2022-05-26,2022,5,27.3,84.0,1.0,11.953658536585337,13.324625853657125
2022-05-27,2022,5,28.2,80.0,0.0,7.543902439024379,8.788097557476021
2022-05-28,2022,5,25.6,86.0,18.6,14.158536585365823,21.893623746443666
2022-05-29,2022,5,26.8,83.0,27.3,10.851219512195101,15.84491935153551
2022-05-30,2022,5,27.3,82.0,0.3,9.748780487804865,13.324625853657125
2022-05-31,2022,5,27.4,80.0,0.0,7.543902439024379,12.82056715408146
2022-06-01,2022,6,29.0,72.0,0.0,1.9233171274915923,1.6802987389336437
2022-06-02,2022,6,28.4,79.0,0.0,2.2952665699052743,2.4680954573378457
2022-06-03,2022,6,28.2,79.0,32.6,2.2952665699052743,2.7306943634725798
2022-06-04,2022,6,28.8,76.0,0.0,2.135859666013696,1.9428976450683777
2022-06-05,2022,6,28.6,78.0,0.0,2.2421309352747483,2.2054965512031117
2022-06-06,2022,6,27.6,79.0,0.0,2.2952665699052743,3.518491081876782
2022-06-07,2022,6,28.1,78.0,0.5,2.2421309352747483,2.8619938165399432
2022-06-08,2022,6,27.3,87.0,13.6,2.720351646949482,3.9123894410788864
2022-06-09,2022,6,26.7,86.0,0.5,2.667216012318956,4.7001861594830885
2022-06-10,2022,6,28.1,77.0,5.0,2.188995300644222,2.8619938165399432
2022-06-11,2022,6,28.2,84.0,2.5,2.5609447430579038,2.7306943634725798
2022-06-12,2022,6,27.8,81.0,0.0,2.4015378391663265,3.255892175742048
2022-06-13,2022,6,27.8,76.0,0.0,2.135859666013696,3.255892175742048
2022-06-14,2022,6,28.7,74.0,0.0,2.029588396752644,2.074197098135741
2022-06-15,2022,6,27.5,82.0,0.0,2.4546734737968525,3.6497905349441524
2022-06-16,2022,6,26.7,86.0,4.0,2.667216012318956,4.7001861594830885
2022-06-17,2022,6,27.1,86.0,0.0,2.667216012318956,4.17498834721362
2022-06-18,2022,6,27.3,82.0,0.0,2.4546734737968525,3.9123894410788864
2022-06-19,2022,6,28.0,82.0,0.0,2.4546734737968525,2.993293269607314
2022-06-20,2022,6,28.9,76.0,0.0,2.135859666013696,1.8115981920010071
2022-06-21,2022,6,28.9,72.0,0.0,1.9233171274915923,1.8115981920010071
2022-06-22,2022,6,28.0,83.0,15.4,2.5078091084273786,2.993293269607314
2022-06-23,2022,6,29.1,74.0,0.0,2.029588396752644,1.5489992858662731
2022-06-24,2022,6,28.0,80.0,0.0,2.3484022045358004,2.993293269607314
2022-06-25,2022,6,28.8,76.0,0.0,2.135859666013696,1.9428976450683777
2022-06-26,2022,6,28.0,80.0,0.0,2.3484022045358004,2.993293269607314
2022-06-27,2022,6,28.8,77.0,0.0,2.188995300644222,1.9428976450683777
2022-06-28,2022,6,28.0,78.0,21.7,2.2421309352747483,2.993293269607314
2022-06-29,2022,6,28.4,70.0,0.0,1.8170458582305402,2.4680954573378457
2022-06-30,2022,6,27.7,74.0,0.0,2.029588396752644,3.3871916288094184
2022-07-01,2022,7,28.7,74.0,0.0,1.5358344929349883,1.1482604951467579
2022-07-02,2022,7,29.1,76.0,0.0,2.3888776301166423,0.0
2022-07-03,2022,7,29.1,82.0,3.0,4.948007041661615,0.0
2022-07-04,2022,7,29.5,74.0,13.6,1.5358344929349883,0.0
2022-07-05,2022,7,29.4,78.0,0.0,3.2419207672983,0.0
2022-07-06,2022,7,26.4,89.0,11.6,7.933658021797417,9.71936819713575
2022-07-07,2022,7,28.6,80.0,16.8,4.0949639044799575,1.5209173517549601
2022-07-08,2022,7,28.8,74.0,0.0,1.5358344929349883,0.7756036385385272
2022-07-09,2022,7,28.2,74.0,0.0,1.5358344929349883,3.01154477818784
2022-07-10,2022,7,28.2,70.0,0.0,0.0,3.01154477818784
2022-07-11,2022,7,28.7,69.0,0.0,0.0,1.1482604951467579
2022-07-12,2022,7,29.6,74.0,0.0,1.5358344929349883,0.0
2022-07-13,2022,7,28.6,78.0,0.0,3.2419207672983,1.5209173517549601
2022-07-14,2022,7,29.0,76.0,0.0,2.3888776301166423,0.03028992532209429
2022-07-15,2022,7,29.3,76.0,0.0,2.3888776301166423,0.0
2022-07-16,2022,7,25.7,84.0,36.0,5.801050178843273,12.327966193393266
2022-07-17,2022,7,27.9,79.0,11.8,3.6684423358891287,4.1295153480124895
2022-07-18,2022,7,28.2,78.0,0.0,3.2419207672983,3.01154477818784
2022-07-19,2022,7,28.9,76.0,0.0,2.3888776301166423,0.40294678193032496
2022-07-20,2022,7,29.6,75.0,0.0,1.962356061525817,0.0
2022-07-21,2022,7,28.7,76.0,0.0,2.3888776301166423,1.1482604951467579
2022-07-22,2022,7,29.1,71.0,0.0,0.2562697871625019,0.0
2022-07-23,2022,7,28.9,75.0,0.0,1.962356061525817,0.40294678193032496
2022-07-24,2022,7,28.8,77.0,0.0,2.815399198707471,0.7756036385385272
2022-07-25,2022,7,28.8,74.0,0.0,1.5358344929349883,0.7756036385385272
2022-07-26,2022,7,29.0,67.0,0.0,0.0,0.03028992532209429
2022-07-27,2022,7,28.9,69.0,0.0,0.0,0.40294678193032496
2022-07-28,2022,7,29.2,70.0,0.0,0.0,0.0
2022-07-29,2022,7,29.2,73.0,0.0,1.1093129243441595,0.0
2022-07-30,2022,7,28.8,77.0,0.0,2.815399198707471,0.7756036385385272
2022-07-31,2022,7,28.7,77.0,0.0,2.815399198707471,1.1482604951467579
2022-08-01,2022,8,29.0,72.0,0.0,2.2935442489480806,1.3988973970056975
2022-08-02,2022,8,29.3,73.0,0.0,2.5684480369910005,0.0
2022-08-03,2022,8,29.7,72.0,0.0,2.2935442489480806,0.0
2022-08-04,2022,8,28.1,82.0,7.1,5.0425821293772835,7.880677034779183
2022-08-05,2022,8,28.0,82.0,15.4,5.0425821293772835,8.600874772309595
2022-08-06,2022,8,28.1,76.0,0.0,3.3931594011197603,7.880677034779183
2022-08-07,2022,8,28.1,78.0,2.6,3.9429669772056,7.880677034779183
2022-08-08,2022,8,28.7,70.0,0.0,1.7437366728622408,3.559490609596878
2022-08-09,2022,8,29.1,67.0,0.0,0.919025308733481,0.678699659475285
2022-08-10,2022,8,29.6,69.0,0.0,1.4688328848193208,0.0
2022-08-11,2022,8,29.7,71.0,0.0,2.0186404609051607,0.0
2022-08-12,2022,8,29.6,76.0,0.0,3.3931594011197603,0.0
2022-08-13,2022,8,29.3,72.0,0.0,2.2935442489480806,0.0
2022-08-14,2022,8,29.2,76.0,0.0,3.3931594011197603,0.0
2022-08-15,2022,8,29.0,76.0,0.0,3.3931594011197603,1.3988973970056975
2022-08-16,2022,8,28.9,74.0,0.0,2.8433518250339205,2.1190951345360816
2022-08-17,2022,8,28.6,79.0,6.4,4.21787076524852,4.279688347127234
2022-08-18,2022,8,29.4,70.0,0.0,1.7437366728622408,0.0
2022-08-19,2022,8,30.0,62.0,0.0,0.0,0.0
2022-08-20,2022,8,29.7,68.0,0.0,1.193929096776401,0.0
2022-08-21,2022,8,29.3,77.18,0.0,0.0,0.0
2022-08-22,2022,8,27.5,80.0,0.0,4.49277455329144,12.201863459961515
2022-08-23,2022,8,29.6,73.0,0.0,2.5684480369910005,0.0
2022-08-24,2022,8,29.1,74.0,0.0,2.8433518250339205,0.678699659475285
2022-08-25,2022,8,29.4,65.0,0.0,0.36921773264764113,0.0
2022-08-26,2022,8,28.9,72.0,0.0,2.2935442489480806,2.1190951345360816
2022-08-27,2022,8,28.6,76.0,0.0,3.3931594011197603,4.279688347127234
2022-08-28,2022,8,28.4,78.0,0.0,3.9429669772056,5.72008382218803
2022-08-29,2022,8,28.4,77.0,0.0,3.6680631891626803,5.72008382218803
2022-08-30,2022,8,28.5,72.0,0.0,2.2935442489480806,4.999886084657646
2022-08-31,2022,8,29.3,70.0,0.0,1.7437366728622408,0.0
2022-09-01,2022,9,29.1,73.0,0.0,3.4370644202500857,1.9708740011116959
2022-09-02,2022,9,29.3,76.0,0.5,3.6558283279641763,1.737135742311132
2022-09-03,2022,9,28.3,76.0,0.0,3.6558283279641763,2.9058270363139727
2022-09-04,2022,9,28.8,70.0,0.0,3.2183005125359943,2.3214813893125523
2022-09-05,2022,9,29.4,74.0,0.0,3.5099857228214493,1.6202666129108465
2022-09-06,2022,9,30.0,70.0,0.2,3.2183005125359943,0.9190518365091407
2022-09-07,2022,9,27.4,85.0,0.2,4.312120051106449,3.957649200916542
2022-09-08,2022,9,26.8,86.0,5.8,4.385041353677813,4.658863977318244
2022-09-09,2022,9,26.4,86.0,1.5,4.385041353677813,5.126340494919386
2022-09-10,2022,9,26.7,84.0,55.8,4.2391987485350855,4.775733106718533
2022-09-11,2022,9,27.7,81.0,0.0,4.020434840820994,3.6070418127156856
2022-09-12,2022,9,28.1,80.0,23.4,3.9475135382496305,3.1395652951145436
2022-09-13,2022,9,28.5,78.0,0.0,3.8016709331069034,2.672088777513409
2022-09-14,2022,9,28.9,69.0,0.0,3.1453792099646307,2.204612259912274
2022-09-15,2022,9,28.6,72.0,0.0,3.364143117678722,2.5552196481131233
2022-09-16,2022,9,29.4,66.0,0.0,2.92661530225054,1.6202666129108465
2022-09-17,2022,9,29.2,73.0,0.0,3.4370644202500857,1.8540048717114175
2022-09-18,2022,9,28.9,77.0,0.0,3.72874963053554,2.204612259912274
2022-09-19,2022,9,29.8,69.0,1.2,3.1453792099646307,1.1527900953097046
2022-09-20,2022,9,28.7,68.0,0.0,3.072457907393267,2.438350518712838
2022-09-21,2022,9,28.5,75.0,0.0,3.582907025392813,2.672088777513409
2022-09-22,2022,9,27.7,81.0,0.0,4.020434840820994,3.6070418127156856
2022-09-23,2022,9,27.8,81.0,21.4,4.020434840820994,3.4901726833154
2022-09-24,2022,9,29.3,72.0,0.0,3.364143117678722,1.737135742311132
2022-09-25,2022,9,29.3,72.0,0.0,3.364143117678722,1.737135742311132
2022-09-26,2022,9,30.0,67.0,0.0,2.9995366048219037,0.9190518365091407
2022-09-27,2022,9,28.7,73.0,10.5,3.4370644202500857,2.438350518712838
2022-09-28,2022,9,29.6,67.0,0.0,2.9995366048219037,1.3865283541102755
2022-09-29,2022,9,29.6,70.0,0.0,3.2183005125359943,1.3865283541102755
2022-09-30,2022,9,29.0,72.0,0.0,3.364143117678722,2.0877431305119813
2022-10-01,2022,10,29.9,74.0,0.0,5.559500363934518,0.0
2022-10-02,2022,10,28.2,78.0,0.0,9.878870882729444,9.848170845517728
2022-10-03,2022,10,28.7,77.0,15.8,8.799028253030713,6.687221582778562
2022-10-04,2022,10,28.1,78.0,1.6,9.878870882729444,10.480360698065539
2022-10-05,2022,10,27.4,87.0,26.0,19.597454550018057,14.905689665900383
2022-10-06,2022,10,27.9,78.0,0.0,9.878870882729444,11.744740403161245
2022-10-07,2022,10,27.2,85.0,48.6,17.43776929062058,16.17006937099606
2022-10-08,2022,10,28.1,74.0,1.2,5.559500363934518,10.480360698065539
2022-10-09,2022,10,27.8,77.0,0.0,8.799028253030713,12.376930255709055
2022-10-10,2022,10,28.0,76.0,0.0,7.719185623331981,11.112550550613406
2022-10-11,2022,10,27.8,80.0,0.0,12.038556142126907,12.376930255709055
2022-10-12,2022,10,28.3,73.0,17.0,4.479657734235772,9.21598099296989
2022-10-13,2022,10,27.4,80.0,0.0,12.038556142126907,14.905689665900383
2022-10-14,2022,10,28.9,70.0,21.0,1.2401298451395775,5.422841877682913
2022-10-15,2022,10,27.8,82.0,0.0,14.198241401524385,12.376930255709055
2022-10-16,2022,10,27.8,82.0,12.2,14.198241401524385,12.376930255709055
2022-10-17,2022,10,28.6,80.0,0.0,12.038556142126907,7.319411435326401
2022-10-18,2022,10,28.0,81.0,3.8,13.118398771825653,11.112550550613406
2022-10-19,2022,10,27.5,81.0,0.0,13.118398771825653,14.273499813352544
2022-10-20,2022,10,28.2,80.0,20.2,12.038556142126907,9.848170845517728
2022-10-21,2022,10,28.4,76.0,0.0,7.719185623331981,8.583791140422079
2022-10-22,2022,10,28.7,78.0,0.0,9.878870882729444,6.687221582778562
2022-10-23,2022,10,28.7,76.0,34.8,7.719185623331981,6.687221582778562
2022-10-24,2022,10,29.1,69.0,0.0,0.1602872154408459,4.158462172587235
2022-10-25,2022,10,27.4,80.0,0.0,12.038556142126907,14.905689665900383
2022-10-26,2022,10,27.0,81.0,17.3,13.118398771825653,17.43444907609171
2022-10-27,2022,10,28.5,74.0,0.0,5.559500363934518,7.95160128787424
2022-10-28,2022,10,29.8,60.0,0.0,0.0,0.0
2022-10-29,2022,10,29.2,70.0,0.0,1.2401298451395775,3.526272320039425
2022-10-30,2022,10,29.1,68.0,0.0,0.0,4.158462172587235
2022-10-31,2022,10,29.4,71.0,0.0,2.319972474838309,2.261892614943747
2022-11-01,2022,11,29.3,72.0,0.0,1.2494331179768494,1.8880360159847243
2022-11-02,2022,11,29.2,76.0,0.0,3.792659443424924,2.206564938723119
2022-11-03,2022,11,29.1,75.0,0.0,3.1568528620629053,2.5250938614615137
2022-11-04,2022,11,28.9,75.0,0.0,3.1568528620629053,3.162151706938303
2022-11-05,2022,11,28.0,78.0,27.6,5.064272606148961,6.0289120115838415
2022-11-06,2022,11,27.9,79.0,0.0,5.70007918751098,6.347440934322236
2022-11-07,2022,11,27.5,83.0,2.2,8.243305512959061,7.621556625275815
2022-11-08,2022,11,27.5,80.0,0.4,6.3358857688730055,7.621556625275815
2022-11-09,2022,11,28.0,78.0,7.7,5.064272606148961,6.0289120115838415
